CA230334_a,CA230334_b,CA230335_a,CA230335_b,CA230337_a,CA230337_b,CA230347_a,CA230347_b,CA230348_a,CA230348_b,CA230354_a,CA230354_b,CA230361_a,CA230361_b,CA230365_a,CA230365_b,CA230366_a,CA230366_b,CA230375_a,CA230375_b,CA230377_a,CA230377_b,CA230378_a,CA230378_b,CA230381_a,CA230381_b,CA230386_a,CA230386_b,CA230387_a,CA230387_b,CA230401_a,CA230401_b,CA230404_a,CA230404_b,CA230411_a,CA230411_b,CA230416_a,CA230416_b,CA230417_a,CA230417_b,CA230422_a,CA230422_b,CA230423_a,CA230423_b,CA230424_a,CA230424_b,CA230428_a,CA230428_b,CA230429_a,CA230429_b,CA230430_a,CA230430_b,CA230715_a,CA230715_b,CA230717_a,CA230717_b,CA230718_a,CA230718_b,CA230724_a,CA230724_b
Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Piartal - 2,Piartal - 2,Capulí,Capulí,Tuza,Tuza,Piartal - 1,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Tuza,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza,Tuza - Red slip,Tuza - Red slip,Tuza,Tuza,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza
10.16513,9.72936,5.466,5.63446,5.7127,5.2925,7.2287,7.908,7.39562,6.8973,5.12326,6.04976,6.29982,6.46247,8.58523,7.91224,7.57748,8.51164,8.05876,7.39549,6.97222,8.83601,7.57797,8.49717,8.59808,9.69592,7.77721,7.52642,9.2956,9.57522,6.03624,6.0329,6.0143,6.53027,6.45781,5.36235,5.02246,4.10557,5.02528,5.02936,5.87426,5.88698,5.3338,5.66632,5.28483,4.18588,5.32141,6.34009,5.79792,5.54034,4.66224,6.49711,5.20994,6.29832,5.21435,6.3082,5.73952,6.33955,6.19846,5.5388
10.24984,9.7295,5.38193,5.63364,5.7113,5.2925,7.144,7.9899,7.31165,6.8973,5.12628,5.96533,6.29974,6.54532,8.7534,7.91243,7.66168,8.51217,7.97667,7.31261,6.97248,8.92127,7.66212,8.57982,8.69764,9.69792,7.69347,7.52747,9.2913,9.65919,6.03625,5.94854,6.0144,6.61394,6.45805,5.44651,5.10634,4.02202,5.10955,5.11306,5.95813,5.88792,5.16712,5.66539,5.20071,4.10163,5.40605,6.42456,5.79895,5.37313,4.66311,6.58013,5.12587,6.29825,5.21336,6.39202,5.73966,6.33981,6.19733,5.5408
10.16509,9.72862,5.46602,5.71751,5.7126,5.2925,7.2268,7.9015,7.39567,6.89728,5.21189,5.96539,6.29993,6.54566,8.75304,7.91255,7.66166,8.512,8.06224,7.31299,6.97262,8.92374,7.57755,8.41224,8.79635,9.69804,7.6945,7.52788,9.28905,9.74308,6.03633,5.94862,6.01425,6.52983,6.45783,5.36271,5.02327,4.02292,5.02598,5.1131,5.79071,5.97257,5.16713,5.66558,5.28271,4.18475,5.40672,6.42423,5.79916,5.45654,4.66342,6.57993,5.20922,6.21435,5.21254,6.39157,5.82419,6.42303,6.19837,5.54142
10.24985,9.64313,5.46602,5.54934,5.796,5.2924,7.2259,7.899,7.3116,6.89728,5.12841,6.05043,6.2996,6.46243,8.66928,7.91307,7.66167,8.51157,7.89609,7.31308,6.97267,8.92282,7.57762,8.41322,8.69734,9.69805,7.69538,7.52788,9.28902,9.74385,6.03639,5.94871,6.01453,6.5288,6.45744,5.44598,5.02353,4.02344,4.94228,5.03086,5.87671,5.88771,5.33381,5.66599,5.27982,4.10143,5.4078,6.34006,5.79916,5.37154,4.66353,6.58013,5.20824,6.21398,5.38022,6.30818,5.74231,6.34241,6.20093,5.54149
10.16508,9.72874,5.38192,5.71701,5.7121,5.2903,7.2261,7.8984,7.39577,6.89726,5.2127,5.88348,6.21572,6.54607,8.66962,7.82914,7.74582,8.51187,7.98254,7.48139,6.97271,8.83646,7.74649,8.49737,8.6982,9.59712,7.6949,7.52792,9.28912,9.66001,6.12025,5.94835,5.93056,6.61165,6.45767,5.44581,5.10686,4.02306,5.02607,5.03253,5.79554,5.80286,5.16638,5.66627,5.27829,4.18586,5.40797,6.42441,5.79908,5.37153,4.66357,6.66269,5.29286,6.21424,5.21206,6.39354,5.74173,6.42686,6.2028,5.45746
10.24985,9.73083,5.46601,5.6321,5.7118,5.4552,7.142,7.8984,7.31175,6.81428,5.04477,5.96823,6.29995,6.46285,8.58546,7.82899,7.74625,8.59685,7.98414,7.39868,6.97244,9.00421,7.57775,8.49694,8.59812,9.59585,7.77812,7.52761,9.20773,9.74343,6.03643,5.94804,5.92964,6.6124,6.37414,5.36289,5.02381,4.10624,4.94232,5.11694,5.79696,5.97135,5.16407,5.5831,5.19415,4.18594,5.40796,6.42442,5.71517,5.45603,4.6636,6.57835,5.20981,6.38218,5.29571,6.39403,5.82354,6.42655,6.28572,5.45742
10.16405,9.64966,5.46601,5.71563,5.7959,5.3764,7.2266,7.8985,7.31159,6.90202,5.12843,6.05186,6.29957,6.46378,8.66925,7.91332,7.66507,8.42863,8.06842,7.48518,6.97148,8.91993,7.57699,8.49509,8.59792,9.79631,7.77778,7.52761,9.29383,9.65966,6.03643,5.94785,5.92896,6.61362,6.45818,5.44686,5.1086,4.02257,4.94232,5.117,5.88138,5.97197,5.16205,5.58317,5.27794,4.10201,5.408,6.42453,5.79919,5.45648,4.6636,6.49345,5.29348,6.38155,5.21119,6.47724,5.73987,6.42606,6.28485,5.54135
10.24702,9.5659,5.46603,5.63156,5.7124,5.3597,7.1431,7.8985,7.31144,6.90489,5.12834,6.05174,6.38248,6.46275,8.6688,7.91359,7.7508,8.51211,7.98432,7.40246,6.97132,8.91905,7.66083,8.49362,8.59777,9.69757,7.61033,7.52785,9.29407,9.66021,6.12031,6.03226,6.01189,6.5307,6.37432,5.36263,5.10854,4.02289,4.9423,5.11692,5.79748,5.97241,5.24469,5.58281,5.27798,4.18575,5.32346,6.42417,5.79952,5.45673,4.66361,6.65822,5.12539,6.29737,5.21119,6.39139,5.74086,6.42562,6.28521,5.54133
10.24668,9.73477,5.46573,5.63156,5.7117,5.2841,7.2268,7.8986,7.31289,6.90577,5.21248,5.96789,6.38147,6.46219,8.66924,7.82919,7.66683,8.51244,7.90023,7.40298,6.97343,8.91633,7.57732,8.49403,8.59768,9.69894,7.69373,7.52769,9.20998,9.7437,6.03642,5.94884,5.92763,6.61487,6.45818,5.36254,5.10813,4.10672,4.94318,5.19982,5.79749,5.88853,5.24456,5.66626,5.27801,4.18584,5.40796,6.50844,5.80041,5.45687,4.66361,6.6573,5.21007,6.38203,5.2111,6.39093,5.82538,6.42699,6.36994,5.45738
10.2474,9.65074,5.46474,5.71563,5.711,5.3764,7.2269,7.9826,7.31324,6.90602,5.12858,5.9676,6.29791,6.54644,8.75343,7.82921,7.58503,8.5126,7.98433,7.40315,6.97773,8.83052,7.57713,8.49352,8.59763,9.59954,7.69285,7.52823,9.29343,9.74412,6.1194,5.94851,5.92807,6.61514,6.37427,5.36222,5.19155,4.02268,4.86196,5.11515,5.88151,5.88841,5.24453,5.5841,5.27746,4.10167,5.49243,6.33983,5.80117,5.54021,4.66361,6.57404,5.12627,6.214,5.21019,6.39127,5.65901,6.3448,6.28687,5.45741
10.16453,9.65123,5.46415,5.54751,5.7959,5.2913,7.2267,8.0666,7.31215,6.90596,5.21316,5.967,6.29782,6.46314,8.58389,7.91311,7.67132,8.59639,8.0681,7.31908,6.98209,8.99907,7.57689,8.49129,8.5971,9.79977,7.69351,7.53041,9.2094,9.66009,6.03516,5.9488,5.92804,6.616,6.37426,5.36223,5.19136,4.0226,4.86398,5.03231,5.88153,5.88763,5.32764,5.66804,5.27454,4.18537,5.40805,6.33979,5.80125,5.45647,4.74689,6.57424,5.21038,6.21342,5.2934,6.39166,5.74353,6.42741,6.37104,5.54122
10.3357,9.5667,5.29597,5.71562,5.7122,5.3757,7.2259,7.8986,7.31201,6.90465,5.04498,6.05082,6.29794,6.46368,8.58392,7.91279,7.67163,8.51139,7.98387,7.48736,6.8996,8.83151,7.57694,8.49025,8.59688,9.69984,7.77791,7.53188,9.21125,9.66002,6.03527,5.94879,5.92758,6.61579,6.37428,5.44569,5.10786,4.0224,4.94845,5.20108,5.7975,5.88765,5.24342,5.50123,5.18724,4.1859,5.32352,6.4241,5.80074,5.45737,4.74689,6.658,5.21038,6.29704,5.21012,6.39213,5.74616,6.34352,6.3715,5.53947
10.25126,9.65143,5.46417,5.71564,5.7126,5.3762,7.2261,7.8986,7.31229,6.90074,5.21298,6.05129,6.29792,6.37971,8.58484,7.91314,7.75359,8.51151,7.98276,7.31911,6.89963,8.91609,7.74473,8.40556,8.79883,9.60034,7.61035,7.61571,9.13122,9.66022,6.03539,5.94882,6.01129,6.61573,6.37436,5.44579,5.1086,4.10572,4.86473,5.11743,5.88153,5.88834,5.32358,5.58435,5.26912,4.18638,5.49279,6.42437,5.79943,5.45658,4.66361,6.49206,5.21039,6.21308,5.1264,6.39202,5.66457,6.51076,6.28767,5.53737
10.25101,9.65153,5.29607,5.71558,5.7963,5.4605,7.2262,7.8986,7.39594,6.89783,5.12877,5.96698,6.38097,6.3806,8.58484,7.91352,7.66811,8.59649,7.89803,7.48736,6.89975,8.91634,7.66089,8.40356,8.70031,9.80157,7.69336,7.53202,9.13279,9.74366,6.03544,5.94879,6.09508,6.53242,6.45853,5.44674,5.10821,4.10511,4.86478,5.20133,5.79751,5.88844,5.32095,5.5842,5.18495,4.18651,5.40941,6.50888,5.71362,5.456,4.74689,6.49179,5.21039,6.29671,5.21035,6.47551,5.74837,6.51088,6.28766,5.45292
10.16641,9.65149,5.37983,5.63154,5.7937,5.3765,7.2262,7.8986,7.39593,6.89709,5.21278,5.88266,6.29584,6.46587,8.75319,7.9134,7.58524,8.51179,7.98314,7.40322,6.9854,8.91647,7.57745,8.31848,8.80018,9.7009,7.77659,7.53199,9.21586,9.57614,6.03631,5.94844,5.92834,6.53224,6.37464,5.44675,5.02413,4.10517,4.86478,5.20132,5.7975,5.97151,5.23713,5.50078,5.26844,4.18608,5.40992,6.42429,5.79676,5.3723,4.74689,6.5744,5.12612,6.21113,5.12669,6.39268,5.74833,6.34364,6.28773,5.53693
10.25004,9.48203,5.3797,5.63153,5.7114,5.3764,7.1421,7.8986,7.31256,6.98084,5.12867,5.96676,6.21122,6.38278,8.58514,7.91347,7.67071,8.59612,7.81569,7.31911,6.98835,8.9168,7.57658,8.40355,8.59982,9.79978,7.69276,7.61574,9.13286,9.66013,6.03675,5.94882,5.92845,6.61638,6.45872,5.3626,5.10852,4.10565,4.86478,5.20129,5.79768,5.97102,5.23705,5.50073,5.35203,4.1022,5.4099,6.50784,5.79678,5.45582,4.74689,6.49083,5.209,6.20898,5.2958,6.47583,5.74967,6.34343,6.37184,5.53711
10.33195,9.56706,5.37993,5.54749,5.7122,5.3765,7.3098,7.8986,7.22837,7.06358,5.21262,5.8825,6.29398,6.55042,8.58429,7.91421,7.67049,8.51228,7.89932,7.40324,6.98998,8.91757,7.5762,8.48791,8.59957,9.70053,7.69265,7.53202,9.13299,9.66005,6.03674,5.94874,6.01202,6.61694,6.45925,5.36253,5.02501,4.02176,4.86479,5.20129,5.79943,5.88693,5.32023,5.58427,5.18478,4.10246,5.40984,6.50658,5.79714,5.45271,4.74689,6.49138,5.12391,6.29187,5.29558,6.3881,5.75333,6.34346,6.37352,5.53711
10.32972,9.56602,5.29594,5.71504,5.7123,5.2926,7.1402,7.8146,7.22773,6.97607,5.12881,5.96608,6.29278,6.46666,8.58292,7.9145,7.6671,8.59656,7.89907,7.40324,6.90603,8.91693,7.66119,8.40331,8.49943,9.70196,7.69259,7.61563,9.1347,9.66145,6.03667,5.94801,6.09453,6.70053,6.45932,5.44565,5.02515,4.18905,4.86478,5.2013,5.71901,5.97125,5.32027,5.50046,5.18477,4.18615,5.40974,6.42085,5.79719,5.44775,4.74689,6.57443,5.20756,6.29189,5.29511,6.4711,5.75653,6.51039,6.29048,5.53668
10.24527,9.56363,5.38001,5.63002,5.7116,5.2925,7.1383,7.8986,7.22722,7.05793,5.12927,5.88218,6.29314,6.46673,8.66571,7.91428,7.66262,8.59614,7.98229,7.31907,6.99019,9.00042,7.57704,8.31876,8.69936,9.70388,7.69248,7.61463,9.13504,9.58006,6.03668,6.03109,6.01002,6.53313,6.45909,5.44491,5.10996,4.10511,4.78073,5.20129,5.8901,5.97213,5.23715,5.58249,5.26839,4.18614,5.41003,6.58786,5.71241,5.44408,4.7469,6.49103,5.20751,6.29231,5.2958,6.38794,5.84139,6.51063,6.37431,5.53647
10.24546,9.47586,5.21188,5.5448,5.7968,5.3764,7.1364,7.8986,7.22666,6.97368,5.04457,5.96647,6.37756,6.46624,8.66574,7.91428,7.7452,8.51253,7.89639,7.40253,6.99014,8.8332,7.66158,8.31848,8.59933,9.60556,7.69169,7.61328,9.05053,9.58185,6.03602,6.03115,6.01127,6.61716,6.37527,5.44515,5.11082,4.10457,4.78073,5.28518,5.89135,5.88817,5.23719,5.58203,5.35201,4.1859,5.32548,6.58626,5.79514,5.44357,4.74588,6.40785,5.20753,6.37748,5.38112,6.47288,5.6748,6.42703,6.37444,5.4528
10.16081,9.64378,5.3796,5.62759,5.7947,5.2925,7.2186,7.8986,7.22649,6.97391,5.12848,5.88244,6.29348,6.38242,8.66633,7.82964,7.6609,8.5965,7.89351,7.31435,6.90589,8.91817,7.66143,8.40234,8.59935,9.70573,7.60726,7.52918,9.13463,9.58191,6.03531,6.03135,6.09782,6.70093,6.45894,5.36118,5.02687,4.10401,4.69703,5.28518,5.8918,5.88772,5.32042,5.58214,5.2684,4.18515,5.41001,6.50143,5.79452,5.5269,4.74404,6.40782,5.20755,6.37917,5.29868,6.47378,5.6749,6.50942,6.37515,5.4529
10.24532,9.56037,5.3789,5.71092,5.8792,5.2925,7.1348,7.8146,7.31214,7.05814,5.12851,5.88238,6.37766,6.38276,8.66577,7.91324,7.74235,8.51171,7.89038,7.22423,6.90593,8.91772,7.57656,8.23436,8.69927,9.80577,7.60764,7.69702,9.13503,9.66606,6.11916,5.94662,6.01756,6.70077,6.45897,5.36051,5.11066,4.18739,4.86419,5.28518,5.80778,5.97143,5.40466,5.58216,5.26839,4.18503,5.32547,6.50222,5.7945,5.44215,4.74311,6.49146,5.20756,6.29648,5.30022,6.38989,5.7598,6.42634,6.37633,5.4529
10.32912,9.56294,5.29472,5.62801,5.8802,5.3765,7.219,7.8986,7.22922,6.97425,5.04449,5.96693,6.29392,6.46641,8.58167,7.82973,7.65564,8.5961,7.8897,7.30566,6.98927,8.91858,7.66091,8.31919,8.59865,9.70598,7.69119,7.52975,9.05148,9.58283,6.03552,5.94647,6.02193,6.70119,6.37449,5.44499,5.19385,4.10345,4.78087,5.20128,5.80785,5.8872,5.32548,5.49986,5.35202,4.18589,5.40928,6.58778,5.79433,5.60951,4.82619,6.57436,5.20756,6.38054,5.46863,6.3868,5.67781,6.42714,6.29466,5.53678
10.32724,9.4798,5.29486,5.62917,5.7956,5.2922,7.1348,7.8986,7.06103,6.97431,5.1287,5.96831,6.29391,6.38137,8.58148,7.91435,7.65495,8.59606,7.89077,7.3055,6.90241,8.91953,7.57708,8.40446,8.59877,9.70502,7.69049,7.61393,9.05164,9.58501,6.03565,6.03106,5.94329,6.61828,6.45642,5.44546,5.10946,4.18684,4.78154,5.28518,5.89204,5.88744,5.32977,5.58442,5.2684,4.01892,5.40904,6.50313,5.71088,5.52614,4.74411,6.49072,5.20756,6.21217,5.2995,6.38445,5.76136,6.51033,6.29534,5.45288
10.24234,9.47997,5.29499,5.62945,5.8748,5.2897,7.2194,7.8986,7.22884,7.05835,5.04435,5.88512,6.37755,6.38109,8.58098,7.91429,7.65488,8.59549,7.89227,7.30573,6.98476,9.00219,7.57662,8.2368,8.59918,9.70446,7.60628,7.61398,9.13551,9.58786,6.03571,6.03155,5.94557,6.61791,6.45539,5.44514,5.10987,4.18625,4.78167,5.28517,5.80788,5.88701,5.33175,5.58458,5.26838,4.18588,5.40905,6.58669,5.71096,5.44258,4.74597,6.40751,5.20754,6.37996,5.2995,6.46847,5.67677,6.34292,6.37842,5.53676
10.32743,9.48002,5.29508,5.71349,5.8773,5.3718,7.1361,7.9826,7.22882,6.97435,5.12802,5.96937,6.37715,6.38055,8.66509,7.91417,7.65495,8.59556,7.89367,7.30589,6.90024,8.91748,7.66055,8.23804,8.59924,9.70553,7.69023,7.52962,9.0516,9.50495,6.11957,6.03157,6.02925,6.70121,6.37161,5.44519,5.19427,4.18617,4.78165,5.28518,5.80784,5.97043,5.33257,5.58438,5.2684,4.18502,5.40929,6.50166,5.71061,5.52516,4.74678,6.40737,5.29092,6.21214,5.29907,6.46748,5.67665,6.50949,6.2935,5.62063
10.24255,9.5644,5.37916,5.62947,5.8806,5.3764,7.2203,7.9827,7.31274,6.97435,5.21228,5.88515,6.37757,6.37953,8.58013,7.91408,7.65501,8.59592,7.8942,7.22199,6.90129,8.91794,7.57679,8.32387,8.59923,9.70587,7.60853,7.61217,9.05149,9.58863,6.03575,5.94762,6.02889,6.70094,6.45548,5.44553,5.11093,4.27008,4.69773,5.36906,5.89221,5.97112,5.33291,5.50085,5.35203,4.18503,5.32456,6.58721,5.79502,5.60857,4.74692,6.40687,5.20603,6.29642,5.2978,6.3832,5.76097,6.50931,6.29305,5.53675
10.24294,9.56452,5.29513,5.71361,5.794,5.3741,7.1364,7.9817,7.22707,6.97437,5.12822,5.96912,6.37786,6.37879,8.74705,7.91404,7.65504,8.59598,7.89355,7.306,6.90403,8.91845,7.57634,8.24155,8.59921,9.8057,7.77678,7.5268,9.13815,9.67269,6.03564,6.03131,6.02906,6.70102,6.37166,5.44474,5.11069,4.18608,4.69772,5.28518,5.80985,5.9716,5.33304,5.50074,5.26839,4.18547,5.40883,6.41985,5.62685,5.60939,4.74689,6.48993,5.28966,6.29647,5.4656,6.46736,5.76143,6.34232,6.29283,5.53674
10.32753,9.47969,5.29514,5.54557,5.8801,5.2903,7.221,7.8955,7.22589,6.97437,5.12876,5.88504,6.37798,6.37851,8.5789,7.74563,7.57092,8.59597,7.89209,7.38999,6.90563,9.00334,7.57623,8.32747,8.5992,9.70615,7.6931,7.52526,9.1417,9.5887,6.03587,5.94756,6.02876,6.70045,6.37163,5.44492,5.02642,4.26942,4.69774,5.28518,5.89702,5.88739,5.41644,5.58409,5.2684,4.18582,5.40916,6.50477,5.62699,5.52582,4.74685,6.40675,5.28969,6.29647,5.29748,6.46756,5.67804,6.42587,6.3768,5.45306
10.41153,9.47784,5.29512,5.54555,5.7957,5.3758,7.1377,7.8954,7.22609,6.97435,5.12908,5.88502,6.37778,6.46243,8.57892,7.91401,7.57093,8.59653,7.97489,7.22221,6.90544,8.92047,7.57665,8.3279,8.69916,9.70638,7.60942,7.60924,9.14402,9.58954,6.03649,5.9475,6.0276,6.61464,6.45541,5.36194,5.02669,4.18545,4.69713,5.36906,5.89836,5.88726,5.33315,5.50051,5.35203,4.18578,5.32457,6.50478,5.71098,5.60947,4.74683,6.40609,5.28975,6.29615,5.46548,6.46768,5.76153,6.42677,6.2932,5.53666
10.32725,9.47565,5.29515,5.62997,5.8804,5.3763,7.1376,7.9779,7.22659,7.05837,5.12859,6.05315,6.37844,6.37855,8.6619,7.74549,7.57093,8.59743,7.80743,7.39028,6.90281,9.00489,7.74508,8.15949,8.4989,9.8065,7.77822,7.61029,9.06418,9.58922,6.03588,6.03127,6.02744,6.69604,6.37164,5.44579,5.19436,4.18553,4.69516,5.28517,5.89709,6.05537,5.41649,5.50041,5.18476,4.18532,5.40916,6.50468,5.71064,5.60856,4.83009,6.40588,5.20583,6.29632,5.29671,6.46775,5.67801,6.42657,6.37808,5.53532
10.32768,9.47394,5.29513,5.6315,5.9638,5.3765,7.138,7.9764,7.22657,7.05839,5.12814,6.05311,6.37897,6.29477,8.66251,7.82952,7.57094,8.59717,7.97524,7.3058,6.898,8.92074,7.65978,8.24399,8.59974,9.7063,7.69711,7.5266,9.07097,9.58727,6.03564,5.94743,6.02874,6.693,6.45564,5.44567,5.11015,4.26951,4.77777,5.36906,5.97829,5.887,5.33317,5.50069,5.18501,4.18552,5.32444,6.50453,5.71085,5.69093,4.83008,6.4064,5.29,6.29661,5.38097,6.46778,5.7615,6.42578,6.29404,5.53468
10.32729,9.47585,5.29513,5.71654,5.7963,5.4604,7.2224,7.8947,7.22645,7.0584,5.12825,5.96899,6.46279,6.37876,8.66344,7.74601,7.65506,8.5123,7.80738,7.30581,6.81087,8.92073,7.57496,8.15995,8.70306,9.8077,7.69656,7.61017,9.07561,9.58587,6.03567,6.03113,6.02942,6.60628,6.45556,5.4447,5.10972,4.26916,4.6939,5.28518,5.97646,5.88693,5.33316,5.5008,5.27075,4.26973,5.40827,6.50487,5.62718,5.69084,4.83008,6.4894,5.20727,6.21153,5.38153,6.63579,5.5945,6.42647,6.20955,5.45115
10.32767,9.47698,5.29514,5.63241,5.7962,5.4605,7.1382,7.8969,7.14388,7.05839,5.12845,5.88492,6.29521,6.37878,8.66303,7.9151,7.65506,8.51196,7.8075,7.30621,6.89405,8.92122,7.5757,8.24409,8.70544,9.708,7.69495,7.69358,8.99289,9.58587,6.03575,5.94737,5.94539,6.68892,6.45553,5.5287,5.10984,4.26851,4.69406,5.28516,5.976,6.05584,5.33317,5.5008,5.19059,4.18595,5.32392,6.4206,5.71128,5.60751,4.83008,6.32221,5.29314,6.21028,5.38196,6.46801,5.76172,6.42687,6.37653,5.61927
10.41295,9.47401,5.21109,5.71637,5.796,5.3765,7.2223,7.8977,7.22929,7.05838,5.12858,5.96911,6.3796,6.37912,8.57813,7.7467,7.65506,8.51202,7.8072,7.39051,6.89378,8.92116,7.57517,8.1595,8.70589,9.80781,7.69442,7.52552,8.9092,9.50106,6.11974,5.94773,6.02881,6.68948,6.28782,5.36172,5.11107,4.26881,4.77801,5.36907,5.97598,5.97161,5.4163,5.50079,5.27665,4.1852,5.32406,6.50508,5.62719,5.68956,4.74685,6.40572,5.29348,6.3778,5.3818,6.46786,5.67968,6.51034,6.20753,5.53565
10.32834,9.46919,5.29514,5.63269,5.7946,5.3765,7.1386,7.8979,7.14542,7.1425,5.12858,5.96869,6.37898,6.37832,8.49329,7.83077,7.65506,8.51206,7.80728,7.30697,6.80964,8.92105,7.57448,8.24342,8.60578,9.80839,7.69444,7.60861,8.90928,9.50016,6.03563,6.03287,6.02858,6.68915,6.45544,5.44445,5.19576,4.18589,4.69426,5.28513,5.97605,6.05518,5.3337,5.50077,5.2776,4.18506,5.4085,6.50503,5.62747,5.60467,4.82956,6.40684,5.29341,6.20992,5.38234,6.38207,5.59828,6.50976,6.37523,5.45192
10.32838,9.37956,5.21109,5.71669,5.8795,5.3765,7.2228,7.8979,7.2281,7.05872,5.12859,6.05275,6.37809,6.37761,8.57888,7.74649,7.57093,8.51136,7.80746,7.39081,6.8937,8.92041,7.65938,8.24399,8.70576,9.7075,7.69451,7.60865,8.90928,9.41606,6.11903,5.95059,6.02848,6.52222,6.45558,5.44238,5.02814,4.18602,4.6943,5.36846,5.97611,5.97099,5.33572,5.58411,5.19413,4.18543,5.32392,6.50508,5.62813,5.60446,4.82787,6.32498,5.29291,6.29398,5.46705,6.38144,5.68305,6.50818,6.3751,5.45236
10.32831,9.46232,5.29503,5.63219,5.8805,5.4605,7.2228,7.8979,7.14232,7.14188,5.12854,5.88472,6.46225,6.46243,8.57943,7.83063,7.73918,8.59599,7.80705,7.22289,6.8937,8.91927,7.57534,8.16019,8.60564,9.80774,7.77802,7.69113,8.90929,9.50054,6.11914,6.03546,6.0284,6.60688,6.45564,5.44018,5.11194,4.35347,4.69431,5.4503,5.97612,5.97109,5.33689,5.50076,5.27804,4.18549,5.40842,6.5051,5.71159,5.60399,4.82657,6.327,5.29257,6.29446,5.46657,6.38307,5.68328,6.50611,6.29134,5.53627
10.41212,9.37917,5.21091,5.71619,5.7928,5.4605,7.1393,7.8979,7.22586,7.05625,5.21256,5.96845,6.46208,6.37881,8.57798,7.74635,7.57094,8.59571,7.72295,7.3915,6.89362,8.92038,7.65891,8.24449,8.60561,9.70767,7.69563,7.60595,8.9093,9.33373,6.03507,5.9517,6.02812,6.60866,6.45557,5.3554,5.1113,4.3531,4.69438,5.44956,5.97614,6.05528,5.41871,5.50077,5.27807,4.10154,5.324,6.50507,5.54209,5.60349,4.82637,6.4123,5.29258,6.21041,5.46588,6.46798,5.68329,6.50308,6.37574,5.53571
10.32782,9.46401,5.21143,5.63209,5.8751,5.3764,7.056,7.898,7.22716,7.1399,5.12814,5.88476,6.46126,6.46231,8.57778,7.83058,7.57094,8.51142,7.80692,7.39198,7.06034,9.00547,7.57459,8.16038,8.60559,9.80761,7.78217,7.60574,8.90929,9.50232,6.11861,6.03547,6.02775,6.52741,6.45552,5.35606,5.02618,4.26912,4.69455,5.28491,5.97614,5.97122,5.41658,5.50076,5.19436,4.18567,5.32382,6.58949,5.62475,5.60423,4.82652,6.32964,5.20864,6.21033,5.46604,6.38405,5.60046,6.58279,6.45948,5.53581
10.32747,9.37939,5.21178,5.71611,5.8804,5.3749,7.0557,7.8139,7.14501,7.14003,5.12639,5.88626,6.3782,6.46166,8.66237,7.83175,7.57088,8.51261,7.72376,7.30823,7.05668,8.92131,7.65832,8.1613,8.60558,9.8083,7.70011,7.68965,9.07739,9.50223,6.03464,6.03505,6.02911,6.52831,6.37168,5.35618,5.1095,4.26982,4.69399,5.2857,5.97614,5.97125,5.3326,5.58431,5.19619,4.01871,5.40845,6.58957,5.62422,5.68837,4.82667,6.32893,5.20877,6.29544,5.46628,6.29992,5.68452,6.49695,6.37576,5.53583
10.32594,9.37927,5.21177,5.71634,5.8781,5.4544,7.1391,7.8139,7.14567,7.14018,5.20855,5.97078,6.3788,6.37774,8.66203,7.83291,7.57117,8.51403,7.72581,7.39236,6.96993,8.92067,7.6583,8.16169,8.60558,9.70744,7.86783,7.52425,8.90928,9.41807,6.03463,5.95167,6.03039,6.69525,6.45546,5.35633,5.10961,4.27045,4.60911,5.36876,5.97615,5.97123,5.41625,5.50072,5.28279,4.1859,5.40887,6.50508,5.54033,5.6047,4.82675,6.41084,5.2087,6.29671,5.38213,6.29975,5.60002,6.49629,6.37546,5.53629
10.32542,9.29494,5.21171,5.71635,5.879,5.5434,7.0548,7.8139,7.1455,7.05818,5.20829,5.88635,6.46236,6.46311,8.66206,7.74899,7.65783,8.51461,7.72868,7.22469,6.96911,8.92019,7.65787,8.07795,8.60557,9.80768,7.78245,7.69285,8.90923,9.50258,5.95083,6.03557,6.03036,6.52786,6.45565,5.44023,5.02587,4.35506,4.6927,5.28455,5.97614,6.05517,5.50176,5.58278,5.28422,4.10144,5.40877,6.58952,5.70841,5.60509,4.82679,6.32648,5.20839,6.38065,5.46646,6.30017,5.68216,6.49644,6.45936,5.53703
10.32661,9.37946,5.21169,5.63205,5.7965,5.3752,7.1395,7.8139,7.06123,7.14329,5.12487,5.88643,6.46238,6.37875,8.57891,7.91742,7.66067,8.51458,7.73093,7.30898,6.96904,8.92143,7.65752,8.16347,8.60557,9.90774,7.86304,7.60936,8.99192,9.50271,6.03474,6.03508,6.11387,6.52799,6.3718,5.35612,5.19452,4.27281,4.69304,5.36834,5.97614,6.05534,5.5038,5.49878,5.28465,4.18515,5.40832,6.58957,5.62461,5.60464,4.82681,6.32746,5.20842,6.29653,5.46635,6.30167,5.59855,6.57928,6.37596,5.53685
